1000,0:00:12.165859
10,0:00:00.400738
10,0:00:00.678555
10,0:00:00.480329
10,0:00:00.577106
10,0:00:00.346619
10,0:00:00.441642
10,0:00:00.419987
10,0:00:00.352062
10,0:00:00.305833
10,0:00:00.375481
10,0:00:00.354856
10,0:00:00.406912
10,0:00:00.380558
10,0:00:00.352935
10,0:00:00.390943
10,0:00:00.434056
10,0:00:00.437992
10,0:00:00.379384
10,0:00:00.327337
10,0:00:00.386643
10,0:00:00.366557
10,0:00:00.333079
10,0:00:00.378153
10,0:00:00.371167
10,0:00:00.426817
10,0:00:00.385130
10,0:00:00.415406
10,0:00:00.387510
10,0:00:00.364384
10,0:00:00.417849
10,0:00:00.385308
10,0:00:00.409866
10,0:00:00.356080
10,0:00:00.395652
10,0:00:00.462689
10,0:00:00.303327
10,0:00:00.358517
10,0:00:00.524626
10,0:00:00.360515
10,0:00:00.375630
10,0:00:00.359551
10,0:00:00.365214
10,0:00:00.361514
10,0:00:00.303562
10,0:00:00.378316
10,0:00:00.355021
10,0:00:00.387426
10,0:00:00.351989
10,0:00:00.349991
10,0:00:00.398953
10,0:00:00.380514
10,0:00:00.375209
10,0:00:00.381953
10,0:00:00.335944
10,0:00:00.353307
10,0:00:00.360956
10,0:00:00.395298
10,0:00:00.359508
10,0:00:00.425696
10,0:00:00.391058
10,0:00:00.389081
10,0:00:00.369956
10,0:00:00.425973
10,0:00:00.422535
10,0:00:00.370768
10,0:00:00.331099
10,0:00:00.301449
10,0:00:00.302668
10,0:00:00.414773
10,0:00:00.352986
10,0:00:00.387236
10,0:00:00.372728
10,0:00:00.332615
10,0:00:00.341545
10,0:00:00.443843
10,0:00:00.390398
10,0:00:00.382888
10,0:00:00.448776
10,0:00:00.389665
10,0:00:00.371417
10,0:00:00.322059
10,0:00:00.408951
10,0:00:00.355416
10,0:00:00.507386
10,0:00:00.500046
10,0:00:00.455260
10,0:00:00.339937
10,0:00:00.439875
10,0:00:00.386259
10,0:00:00.391944
10,0:00:00.389758
10,0:00:00.321209
10,0:00:00.400007
10,0:00:00.400936
10,0:00:00.333661
10,0:00:00.391987
10,0:00:00.336459
10,0:00:00.383931
10,0:00:00.334182
10,0:00:00.403975
10,0:00:00.386207
10,0:00:00.394212
10,0:00:00.347946
10,0:00:00.318520
10,0:00:00.343423
10,0:00:00.396064
10,0:00:00.355687
10,0:00:00.398803
10,0:00:00.392888
10,0:00:00.349613
10,0:00:00.351205
10,0:00:00.347078
10,0:00:00.384951
10,0:00:00.387528
10,0:00:00.469018
10,0:00:00.404342
10,0:00:00.323920
10,0:00:00.348836
10,0:00:00.351292
10,0:00:00.366247
10,0:00:00.396075
10,0:00:00.358529
10,0:00:00.378314
10,0:00:00.331499
10,0:00:00.408310
10,0:00:00.346066
10,0:00:00.654256
10,0:00:00.430560
10,0:00:00.329428
10,0:00:00.347767
10,0:00:00.366568
10,0:00:00.420458
10,0:00:00.360500
10,0:00:00.279880
10,0:00:00.485164
10,0:00:00.338290
10,0:00:00.385902
10,0:00:00.434817
10,0:00:00.410296
10,0:00:00.413554
10,0:00:00.379416
10,0:00:00.376298
10,0:00:00.395543
10,0:00:00.413926
10,0:00:00.366858
10,0:00:00.379882
10,0:00:00.393062
10,0:00:00.425010
10,0:00:00.328894
10,0:00:00.406017
10,0:00:00.339275
10,0:00:00.397836
10,0:00:00.353793
10,0:00:00.380906
10,0:00:00.324368
10,0:00:00.353991
10,0:00:00.344584
10,0:00:00.394727
10,0:00:00.358795
10,0:00:00.328434
10,0:00:00.387171
10,0:00:00.377961
10,0:00:00.393307
10,0:00:00.361842
10,0:00:00.371570
10,0:00:00.369826
10,0:00:00.431213
10,0:00:00.356898
10,0:00:00.306806
10,0:00:00.344439
10,0:00:00.381336
10,0:00:00.399710
10,0:00:00.332854
10,0:00:00.312431
10,0:00:00.330967
10,0:00:00.381374
10,0:00:00.345625
10,0:00:00.307148
10,0:00:00.390728
10,0:00:00.367602
10,0:00:00.392207
10,0:00:00.358057
10,0:00:00.422972
10,0:00:00.377293
10,0:00:00.386903
10,0:00:00.362851
10,0:00:00.399910
10,0:00:00.377461
10,0:00:00.395916
10,0:00:00.351385
10,0:00:00.440283
10,0:00:00.351828
10,0:00:00.338872
10,0:00:00.404901
10,0:00:00.391557
10,0:00:00.345439
10,0:00:00.339401
10,0:00:00.384835
10,0:00:00.410646
10,0:00:00.355338
10,0:00:00.427515
10,0:00:00.430697
10,0:00:00.414206
10,0:00:00.324162
10,0:00:00.399421
10,0:00:00.347513
10,0:00:00.364365
10,0:00:00.371754
10,0:00:00.342618
10,0:00:00.397533
10,0:00:00.328758
10,0:00:00.350232
10,0:00:00.328320
10,0:00:00.404378
10,0:00:00.394341
10,0:00:00.361657
10,0:00:00.317285
10,0:00:00.389982
10,0:00:00.352754
10,0:00:00.333578
10,0:00:00.371129
10,0:00:00.380143
10,0:00:00.371517
10,0:00:00.400415
10,0:00:00.349235
10,0:00:00.430616
10,0:00:00.366143
10,0:00:00.456905
10,0:00:00.371284
10,0:00:00.360828
10,0:00:00.362339
10,0:00:00.375616
10,0:00:00.362029
10,0:00:00.381847
10,0:00:00.389922
10,0:00:00.391852
10,0:00:00.346240
10,0:00:00.627674
10,0:00:00.286843
10,0:00:00.337014
10,0:00:00.362286
10,0:00:00.357798
10,0:00:00.346200
10,0:00:00.395704
10,0:00:00.360789
10,0:00:00.366551
10,0:00:00.344838
10,0:00:00.350851
10,0:00:00.315021
10,0:00:00.313344
10,0:00:00.411966
10,0:00:00.363813
10,0:00:00.419149
10,0:00:00.387482
10,0:00:00.365298
10,0:00:00.313623
10,0:00:00.433734
10,0:00:00.374445
10,0:00:00.347974
10,0:00:00.405798
10,0:00:00.386430
10,0:00:00.376668
10,0:00:00.439231
10,0:00:00.370019
10,0:00:00.327570
10,0:00:00.374139
10,0:00:00.467162
10,0:00:00.345604
10,0:00:00.349230
10,0:00:00.330755
10,0:00:00.325860
10,0:00:00.342366
10,0:00:00.562453
10,0:00:00.375191
10,0:00:00.376293
10,0:00:00.383859
10,0:00:00.361743
10,0:00:00.369896
10,0:00:00.333279
10,0:00:00.358092
10,0:00:00.371762
10,0:00:00.346883
10,0:00:00.402429
10,0:00:00.381260
10,0:00:00.371584
10,0:00:00.385831
10,0:00:00.455166
10,0:00:00.333499
10,0:00:00.357968
10,0:00:00.345254
10,0:00:00.605235
10,0:00:00.335594
10,0:00:00.335745
10,0:00:00.405232
10,0:00:00.396733
10,0:00:00.376381
10,0:00:00.360671
10,0:00:00.389109
10,0:00:00.332042
10,0:00:00.331493
10,0:00:00.375777
10,0:00:00.378643
10,0:00:00.360177
10,0:00:00.400658
10,0:00:00.404827
10,0:00:00.382386
10,0:00:00.366925
10,0:00:00.382933
10,0:00:00.397005
10,0:00:00.336506
10,0:00:00.718616
10,0:00:00.369231
10,0:00:00.424483
10,0:00:00.363626
10,0:00:00.356833
10,0:00:00.348978
10,0:00:00.387395
10,0:00:00.397072
10,0:00:00.395218
10,0:00:00.423122
10,0:00:00.389627
10,0:00:00.335635
10,0:00:00.369038
10,0:00:00.345437
10,0:00:00.364135
10,0:00:00.384217
10,0:00:00.300561
10,0:00:00.391682
10,0:00:00.371424
10,0:00:00.404283
10,0:00:00.409870
10,0:00:00.358358
10,0:00:00.400874
10,0:00:00.393452
10,0:00:00.325516
10,0:00:00.398485
10,0:00:00.373083
10,0:00:00.361501
10,0:00:00.423202
10,0:00:00.383330
10,0:00:01.066188
10,0:00:00.520470
10,0:00:00.431109
10,0:00:00.393584
10,0:00:00.412721
10,0:00:00.341674
10,0:00:00.385393
10,0:00:00.366431
10,0:00:00.405340
10,0:00:00.329249
10,0:00:00.350763
10,0:00:00.326688
10,0:00:00.342635
10,0:00:00.375934
10,0:00:00.348152
10,0:00:00.358355
